crop,soil_type,season,irrigation_type,ph_min,ph_max,n_required,p_required,k_required,yield_ton_per_acre,cost_rs_per_acre,price_rs_per_ton,climate_score,risk_score,fertilizer_cost_per_kg_n,fertilizer_cost_per_kg_p,fertilizer_cost_per_kg_k
Sugarcane,Red,Zaid,Rainfed,5.8,7.8,275,135,80,40.05,78309,3862,89,58,6.11,34.8,29.74
Tomato,Loamy,Kharif,Drip,5.6,6.8,227,73,104,33.47,78935,17601,62,59,8.48,34.21,29.06
Rice,Red,Kharif,Sprinkler,6.2,7.1,108,54,60,3.29,56398,22483,65,46,8.18,30.34,23.58
Soybean,Red,Zaid,Rainfed,6.0,6.8,78,88,80,2.61,32588,41220,82,34,8.96,29.61,22.18
Soybean,Black,Rabi,Canal,5.7,7.2,88,86,40,1.66,30568,42047,66,33,7.51,30.92,21.38
Rice,Black,Zaid,Rainfed,6.3,7.0,125,60,48,3.69,42447,18452,77,53,6.57,27.08,15.28
Groundnut,Sandy,Kharif,Canal,5.5,6.9,44,66,80,2.19,37856,41514,84,21,7.96,20.54,17.32
Rice,Black,Rabi,Rainfed,5.9,7.2,121,47,74,5.06,44890,18486,94,32,5.49,31.3,23.01
Rice,Black,Rabi,Canal,5.9,7.8,129,69,46,3.11,59008,17785,72,29,8.36,22.52,26.16
Soybean,Loamy,Rabi,Drip,6.3,7.3,70,69,51,2.13,33057,42440,69,57,5.69,31.44,20.27
Cotton,Black,Rabi,Sprinkler,6.2,6.7,168,60,70,2.9,57068,73436,93,54,5.45,30.77,24.86
Wheat,Sandy,Rabi,Drip,6.5,6.9,95,58,61,3.74,47393,23073,74,40,6.78,22.0,16.31
Rice,Red,Zaid,Rainfed,5.9,7.5,105,57,61,3.96,39879,17209,94,36,8.59,31.17,19.9
Cotton,Loamy,Zaid,Canal,6.1,7.3,189,81,97,2.84,52355,70494,67,57,6.23,33.12,29.46
Soybean,Loamy,Zaid,Rainfed,5.6,6.5,83,95,58,1.66,30316,42604,61,57,8.59,23.58,29.43
Tomato,Clay,Kharif,Sprinkler,5.7,6.9,222,95,110,37.27,72266,15081,63,48,7.92,25.99,23.86
Maize,Clay,Zaid,Canal,6.1,6.8,146,62,42,6.43,28908,14532,70,53,7.02,25.61,22.39
Maize,Red,Rabi,Canal,6.1,7.6,152,64,52,4.98,46762,16000,80,38,6.65,33.42,22.36
Cotton,Black,Rabi,Drip,5.6,7.1,181,99,82,3.68,69199,54313,74,27,6.95,23.28,20.85
Tomato,Clay,Zaid,Sprinkler,6.2,7.2,223,104,71,19.23,86048,11331,95,56,8.72,32.12,28.61
Sugarcane,Loamy,Zaid,Canal,5.5,6.7,286,111,97,52.61,69269,3612,87,60,6.41,25.38,15.5
Capsicum,Red,Rabi,Rainfed,6.3,7.5,169,129,80,13.45,93559,33352,62,50,8.81,31.69,27.81
Capsicum,Red,Kharif,Rainfed,5.8,7.6,223,94,133,27.95,99997,38666,66,54,7.59,21.44,17.14
Potato,Clay,Kharif,Sprinkler,6.3,6.8,214,132,97,13.05,57416,15229,84,56,6.42,33.85,22.13
Tomato,Red,Kharif,Sprinkler,6.1,7.8,182,85,99,32.8,54935,10584,93,43,8.95,34.05,16.84
Sugarcane,Black,Rabi,Rainfed,6.3,6.7,224,113,84,33.79,90532,3848,95,24,5.11,30.1,24.21
Cotton,Clay,Rabi,Canal,5.8,7.1,190,90,88,3.45,58949,78182,63,31,7.01,32.17,25.82
Sugarcane,Black,Kharif,Canal,5.6,7.4,227,88,120,28.83,94801,2970,71,45,5.84,34.05,16.49
Cotton,Clay,Zaid,Drip,5.9,6.7,187,68,70,3.68,69239,61656,64,45,5.85,28.96,18.72
Maize,Red,Zaid,Canal,5.9,6.8,141,62,71,6.05,44203,17486,80,60,8.64,30.39,20.98
Tomato,Black,Rabi,Sprinkler,5.6,7.0,200,114,100,28.2,81139,8373,78,55,6.93,25.5,23.66
Groundnut,Black,Kharif,Canal,6.0,7.6,40,81,92,1.55,44205,64629,90,50,8.55,31.31,29.46
Capsicum,Black,Rabi,Canal,5.9,6.6,232,132,134,27.43,99146,27860,83,54,7.97,20.1,24.62
Cotton,Red,Rabi,Drip,5.9,6.9,180,98,66,2.38,68261,64596,87,57,8.15,20.48,28.26
Wheat,Clay,Rabi,Rainfed,5.8,7.2,90,43,68,3.93,39296,19788,88,29,6.03,34.96,23.1
Wheat,Red,Kharif,Sprinkler,5.6,7.4,115,60,41,3.58,32306,23013,64,27,7.69,34.95,16.87
Sugarcane,Black,Rabi,Sprinkler,6.0,7.3,298,132,129,35.92,95210,3243,76,23,7.31,32.23,23.49
Capsicum,Black,Rabi,Sprinkler,6.1,7.6,212,119,127,17.19,94864,42719,69,50,8.21,33.59,20.3
Soybean,Loamy,Kharif,Rainfed,5.6,6.7,59,86,61,1.87,27888,43698,63,38,6.93,24.37,29.29
Maize,Black,Kharif,Sprinkler,6.1,6.7,172,85,80,4.13,41949,15165,92,54,6.52,26.12,16.81
Cotton,Loamy,Zaid,Rainfed,5.7,7.7,145,61,88,3.9,61213,73146,66,25,5.84,32.28,22.72
Potato,Loamy,Zaid,Rainfed,5.8,7.5,211,128,83,21.3,71518,19068,66,38,7.04,31.66,15.68
Cotton,Sandy,Kharif,Rainfed,5.9,7.5,149,82,93,3.6,66538,51967,79,59,8.66,21.27,29.51
Maize,Clay,Zaid,Rainfed,5.5,6.6,139,63,80,5.49,34531,21064,64,47,8.8,21.83,15.74
Sugarcane,Red,Zaid,Drip,6.3,7.5,292,98,87,57.72,63780,3681,65,29,8.08,29.14,19.74
Wheat,Sandy,Zaid,Drip,6.3,7.7,109,48,56,3.01,48424,19021,93,59,8.58,20.42,27.31
Soybean,Clay,Zaid,Canal,6.3,7.4,69,62,54,2.24,37863,53672,60,55,7.45,26.78,20.57
Soybean,Clay,Zaid,Rainfed,6.0,7.8,58,66,45,1.72,30304,46533,73,40,7.95,24.82,25.53
Wheat,Red,Zaid,Rainfed,5.8,7.4,107,62,46,4.11,49244,19692,68,47,8.11,31.47,29.25
Soybean,Sandy,Rabi,Canal,6.3,6.8,75,96,66,2.96,26585,46486,61,37,6.73,23.39,21.61
Rice,Black,Kharif,Drip,6.0,7.6,142,78,55,4.84,37722,17249,86,30,6.86,33.92,24.37
Maize,Clay,Zaid,Rainfed,5.8,7.6,150,87,57,6.9,37585,14346,77,45,8.21,30.03,19.04
Rice,Loamy,Rabi,Sprinkler,5.6,7.5,106,64,60,5.08,46226,20408,62,41,6.45,32.4,15.71
Sugarcane,Clay,Rabi,Sprinkler,5.8,6.7,249,89,129,37.36,83149,3070,65,42,6.74,32.75,15.62
Rice,Loamy,Rabi,Drip,5.8,6.7,145,74,70,3.92,57076,19227,84,33,8.16,27.86,25.43
Groundnut,Clay,Kharif,Drip,6.3,7.1,58,78,79,1.44,45416,50027,95,50,7.57,21.09,19.72
Sugarcane,Black,Kharif,Canal,6.2,7.5,226,94,86,38.12,67015,3011,89,49,5.85,33.3,25.11
Soybean,Clay,Zaid,Sprinkler,5.6,6.9,70,95,57,2.43,37961,38783,70,54,7.62,21.14,29.89
Tomato,Red,Zaid,Rainfed,5.7,6.9,202,73,85,30.58,82327,16179,89,48,8.96,26.12,18.96
Sugarcane,Sandy,Rabi,Canal,6.4,7.0,215,90,97,59.12,93284,2887,88,45,8.81,31.94,22.6
Potato,Clay,Zaid,Sprinkler,5.6,7.5,217,83,134,23.6,56371,13265,62,37,5.47,26.0,19.98
Rice,Clay,Kharif,Rainfed,5.8,7.5,110,53,48,3.75,59361,22145,87,23,5.29,28.72,29.86
Soybean,Black,Zaid,Rainfed,6.1,6.6,87,77,56,1.92,25334,40660,86,45,7.51,26.09,26.99
Capsicum,Loamy,Rabi,Sprinkler,6.1,7.2,159,85,140,26.04,86292,43722,93,31,8.86,29.97,20.85
Maize,Red,Kharif,Rainfed,5.7,7.3,161,71,62,4.3,43318,18198,90,38,7.49,20.28,18.31
Capsicum,Loamy,Rabi,Drip,5.9,7.0,159,136,111,21.62,104083,34163,91,22,5.24,31.35,24.13
Maize,Loamy,Zaid,Sprinkler,6.3,7.0,142,77,62,5.94,34833,20234,64,20,6.78,24.07,19.41
Potato,Black,Zaid,Canal,5.9,6.6,255,139,132,27.28,57872,16278,70,39,8.8,28.87,20.83
Sugarcane,Black,Zaid,Sprinkler,5.9,7.6,257,81,108,35.2,79460,3566,65,47,6.89,32.87,17.34
Maize,Sandy,Zaid,Drip,5.8,7.2,139,88,49,6.16,28908,21632,69,51,7.89,21.21,17.76
Maize,Loamy,Kharif,Canal,6.1,7.4,120,59,78,3.29,32104,18397,74,54,5.24,20.79,22.8
Groundnut,Clay,Rabi,Rainfed,6.1,7.4,65,82,95,2.95,40951,44902,85,27,5.92,20.75,27.94
Potato,Black,Zaid,Sprinkler,6.0,7.4,183,111,82,12.93,45208,15237,81,26,7.34,25.72,25.76
Potato,Sandy,Kharif,Canal,6.4,7.2,248,102,126,16.31,53940,14338,86,23,8.21,31.03,27.62
Potato,Black,Zaid,Canal,6.0,7.1,196,88,83,28.46,69264,18796,80,31,7.63,22.39,27.48
Rice,Black,Kharif,Drip,5.7,7.5,147,42,69,3.59,55065,18773,71,50,5.27,28.6,15.91
Maize,Red,Rabi,Sprinkler,6.0,6.7,136,86,63,6.61,39327,17023,67,57,7.33,20.57,26.58
Tomato,Loamy,Zaid,Rainfed,5.5,7.5,187,107,82,28.66,89785,14218,80,48,6.53,27.79,19.31
Wheat,Red,Zaid,Rainfed,6.5,6.6,128,54,50,3.23,41179,20248,75,25,8.26,20.59,27.32
Potato,Loamy,Rabi,Drip,6.1,7.1,194,94,93,21.1,77364,18477,63,34,6.98,31.46,16.45
Maize,Black,Rabi,Drip,5.9,7.3,136,76,64,4.88,31283,19786,76,22,7.42,29.15,21.48
Groundnut,Red,Rabi,Canal,6.1,6.8,64,64,67,2.18,37893,51857,79,39,8.95,32.93,28.48
Cotton,Black,Rabi,Canal,5.9,7.3,198,84,99,2.34,61776,78220,76,44,7.68,28.95,25.75
Wheat,Red,Kharif,Canal,5.8,6.8,132,58,65,2.18,35308,23624,70,44,5.65,28.1,22.77
Tomato,Clay,Kharif,Rainfed,5.7,6.7,230,72,90,30.36,61818,16414,86,40,5.73,21.24,22.11
Rice,Loamy,Kharif,Drip,6.1,7.2,148,42,78,5.7,55780,16889,64,52,5.42,23.49,19.62
Potato,Sandy,Rabi,Rainfed,5.5,7.7,212,127,80,26.59,63527,13930,79,49,5.45,34.81,27.89
Tomato,Loamy,Kharif,Canal,5.8,6.9,220,93,74,35.39,82392,16107,91,21,7.06,25.49,26.91
Capsicum,Loamy,Rabi,Sprinkler,5.5,7.6,238,84,126,17.09,73913,39087,65,26,8.16,21.3,20.95
Wheat,Loamy,Rabi,Rainfed,6.4,7.0,94,65,70,4.45,35216,18788,67,24,6.62,28.94,21.02
Groundnut,Clay,Kharif,Canal,6.3,6.5,71,80,80,1.29,35760,54311,60,54,7.08,26.39,26.94
Sugarcane,Clay,Rabi,Canal,6.1,7.0,226,97,102,37.27,78905,3424,68,31,6.24,21.76,24.9
Tomato,Red,Kharif,Rainfed,6.4,7.7,200,73,107,30.86,72075,17430,67,25,8.41,31.38,21.48
Soybean,Black,Zaid,Rainfed,6.0,6.8,76,73,68,2.15,35572,40148,76,54,8.91,25.52,26.7
Capsicum,Loamy,Zaid,Rainfed,5.9,7.5,214,80,113,23.88,100605,41954,91,58,8.69,23.94,26.07
Tomato,Red,Zaid,Drip,6.2,7.2,225,90,74,30.69,86011,15849,70,37,7.8,31.78,26.07
Capsicum,Clay,Rabi,Canal,6.1,7.7,197,94,95,26.88,63550,29991,84,44,8.08,27.48,18.05
Maize,Clay,Rabi,Rainfed,6.0,6.9,138,74,70,5.15,41509,17232,89,44,6.85,31.29,22.95
Capsicum,Black,Rabi,Rainfed,6.0,7.0,179,118,139,14.63,93497,43493,92,27,8.42,21.72,29.11
Sugarcane,Black,Kharif,Sprinkler,6.5,7.5,226,109,80,54.21,63461,4110,75,30,8.02,23.25,28.7
Wheat,Red,Zaid,Canal,6.1,6.7,122,50,58,4.5,45249,23049,71,39,6.79,32.41,27.22
Maize,Black,Zaid,Canal,5.6,6.6,177,62,69,3.34,33769,15715,87,53,6.06,24.46,16.02
Tomato,Black,Rabi,Sprinkler,5.7,7.1,199,74,86,35.39,82750,15477,61,34,7.61,27.63,15.58
Groundnut,Black,Kharif,Drip,6.0,7.6,51,62,68,2.74,37448,56004,90,35,6.25,25.19,18.25
Tomato,Black,Kharif,Canal,6.5,7.0,180,113,119,27.29,50564,16081,77,23,6.12,21.15,19.07
Potato,Red,Zaid,Rainfed,6.4,6.7,214,104,125,25.89,78592,13185,81,30,6.81,32.02,22.67
Tomato,Loamy,Kharif,Canal,5.7,6.6,169,104,92,29.33,68813,14260,86,25,8.41,24.76,16.34
Rice,Sandy,Rabi,Sprinkler,6.2,6.9,126,62,58,3.79,59589,22245,85,37,5.7,30.31,27.02
Cotton,Clay,Zaid,Drip,6.3,7.1,190,64,87,1.69,55441,60240,67,41,6.02,32.07,29.62
Wheat,Sandy,Zaid,Drip,5.6,7.6,130,64,46,3.14,40451,20695,77,58,8.6,23.28,22.9
Tomato,Clay,Rabi,Sprinkler,5.8,7.3,219,91,101,29.89,76537,8677,87,51,7.95,26.02,28.13
Cotton,Loamy,Kharif,Rainfed,6.2,7.0,170,68,90,3.58,58962,68485,86,38,6.42,25.71,25.15
Potato,Sandy,Zaid,Sprinkler,5.7,7.1,233,95,110,20.96,52755,16841,89,21,8.76,31.64,17.32
Maize,Clay,Rabi,Drip,5.8,6.6,165,77,53,3.86,37640,15902,85,38,6.51,25.35,18.59
Wheat,Red,Kharif,Rainfed,5.9,7.6,137,55,68,4.95,48567,23056,60,23,7.76,27.72,21.79
Wheat,Red,Kharif,Sprinkler,5.5,7.3,131,51,68,4.53,41634,22404,76,23,5.03,28.68,17.09
Sugarcane,Clay,Rabi,Rainfed,6.2,7.1,205,85,121,25.45,76283,3407,60,52,8.06,21.31,27.82
Rice,Black,Rabi,Drip,5.8,6.6,138,63,64,5.67,41802,21686,78,46,7.07,31.8,26.34
Cotton,Clay,Zaid,Rainfed,5.6,7.1,151,74,61,2.08,51295,71028,71,54,8.98,20.72,18.23
Tomato,Loamy,Kharif,Sprinkler,6.2,7.3,193,113,88,24.5,84549,10231,70,44,5.55,26.26,24.56
Tomato,Clay,Kharif,Canal,6.0,6.8,233,88,101,36.33,60709,10953,85,59,5.35,29.65,25.4
Cotton,Red,Zaid,Rainfed,6.2,7.2,184,65,82,3.41,53641,69494,92,59,8.58,20.74,23.18
Tomato,Red,Rabi,Sprinkler,5.9,7.4,171,101,83,35.82,62267,17408,67,30,7.97,26.16,17.51
Sugarcane,Red,Zaid,Drip,6.5,6.6,279,111,135,31.65,78128,3115,64,47,5.37,27.34,26.37
Potato,Clay,Rabi,Sprinkler,5.9,6.7,217,96,97,27.78,52284,17875,94,53,5.76,26.97,29.13
Groundnut,Black,Kharif,Drip,6.5,7.4,69,83,62,2.19,42006,62178,78,30,5.08,21.66,22.25
Wheat,Black,Kharif,Drip,5.8,7.0,120,61,65,2.06,39255,25679,93,54,6.34,20.52,21.62
Potato,Clay,Rabi,Drip,5.7,6.6,240,90,100,24.02,64696,19261,61,34,6.09,30.0,25.18
Soybean,Black,Zaid,Canal,6.1,7.6,61,81,59,2.37,42930,42114,75,25,8.7,28.55,29.51
Potato,Sandy,Kharif,Rainfed,6.2,7.6,212,88,125,23.6,74357,13961,93,55,8.43,25.03,15.59
Cotton,Sandy,Rabi,Sprinkler,5.5,7.5,149,65,73,2.74,64747,52124,83,36,5.11,23.8,16.45
Wheat,Clay,Rabi,Drip,5.7,6.5,96,67,59,2.9,40178,25375,73,37,6.68,29.8,27.06
Potato,Loamy,Rabi,Canal,6.2,7.6,215,87,129,13.68,79111,18561,63,27,6.69,20.17,28.27
Wheat,Black,Kharif,Rainfed,6.2,6.9,123,69,50,4.83,38308,21819,68,58,5.77,24.08,16.43
Maize,Black,Rabi,Sprinkler,5.7,7.4,128,62,53,5.72,40931,18699,88,59,5.21,32.37,27.76
Maize,Loamy,Zaid,Drip,6.1,7.4,130,52,49,5.43,28411,14007,93,22,7.64,21.07,20.83
Cotton,Clay,Rabi,Sprinkler,6.3,6.8,199,84,64,2.0,50688,56810,64,34,6.94,20.42,18.92
Tomato,Clay,Rabi,Rainfed,5.8,7.6,233,102,119,18.14,63788,17578,79,51,7.92,28.4,21.7
Sugarcane,Sandy,Kharif,Rainfed,6.4,7.2,206,128,112,45.43,85772,3947,75,34,7.26,32.12,29.61
Potato,Loamy,Rabi,Drip,6.1,7.3,209,108,127,17.67,71604,14771,76,22,5.65,32.2,21.56
Capsicum,Loamy,Kharif,Drip,6.3,6.8,172,121,96,24.63,70827,39324,74,46,5.88,30.0,16.17
Cotton,Loamy,Zaid,Rainfed,5.5,7.3,147,78,60,2.71,45194,77456,91,31,5.94,25.92,20.17
Potato,Clay,Kharif,Canal,6.4,6.7,209,94,137,23.69,65777,16220,73,34,7.06,22.25,28.29
Sugarcane,Clay,Zaid,Canal,6.4,7.2,218,111,96,36.24,62318,4113,70,37,6.36,28.7,18.65
Sugarcane,Clay,Zaid,Canal,6.5,7.5,267,106,103,37.89,97979,3708,72,24,8.88,21.61,24.5
Capsicum,Red,Kharif,Canal,6.2,7.7,178,105,80,16.66,71580,37392,87,55,5.22,29.53,15.52
Sugarcane,Black,Rabi,Sprinkler,5.6,6.7,210,135,89,36.89,67456,3823,84,48,7.5,20.24,16.62
Tomato,Black,Kharif,Sprinkler,5.9,7.1,238,100,83,24.69,84004,14408,92,51,7.64,21.32,29.24
Cotton,Loamy,Rabi,Rainfed,5.9,6.9,171,75,97,3.13,60483,71112,92,55,7.11,27.0,20.58
Capsicum,Red,Rabi,Drip,6.0,7.0,194,129,101,13.04,64596,26604,73,49,7.54,23.83,25.57
Capsicum,Clay,Zaid,Rainfed,5.7,6.8,219,130,139,20.07,61787,37590,74,47,8.37,26.92,16.55
Rice,Clay,Kharif,Drip,5.8,6.8,132,77,80,3.11,53805,23534,67,55,7.54,29.85,28.36
Rice,Clay,Zaid,Canal,5.5,7.7,150,43,54,5.97,41829,23865,72,53,5.42,20.02,24.97
Potato,Black,Zaid,Canal,6.2,7.8,244,87,132,14.26,61975,15332,79,60,7.35,25.37,25.89
Cotton,Clay,Rabi,Sprinkler,6.2,7.1,149,88,75,3.78,56003,78908,85,27,8.45,31.13,17.94
Wheat,Red,Zaid,Drip,5.8,7.7,140,56,65,4.14,39496,25660,77,23,8.78,26.17,29.64
Cotton,Red,Kharif,Canal,6.3,6.6,151,66,77,3.7,58243,70009,61,23,8.36,34.85,27.46
Maize,Black,Kharif,Rainfed,6.0,7.6,137,56,65,3.66,44832,14382,70,59,7.05,25.9,22.51
Potato,Black,Zaid,Sprinkler,6.3,7.0,239,94,89,13.96,59280,14932,64,45,5.02,29.75,28.74
Soybean,Sandy,Zaid,Sprinkler,5.9,6.9,74,99,55,2.34,41622,39266,69,22,7.51,22.68,27.63
Tomato,Red,Zaid,Rainfed,6.1,6.9,171,93,89,16.34,67585,13222,76,33,6.72,32.06,29.66
Sugarcane,Clay,Rabi,Drip,6.4,7.8,207,116,126,33.63,69199,3663,93,38,7.33,20.66,18.92
Soybean,Red,Kharif,Sprinkler,5.6,7.0,69,86,40,1.61,34774,36065,87,49,8.37,30.41,18.34
Maize,Clay,Kharif,Drip,5.6,7.7,156,70,51,4.26,36442,20834,73,32,8.2,23.9,21.03
Maize,Red,Zaid,Rainfed,5.9,7.6,179,63,69,5.34,39711,18345,77,22,7.74,29.15,17.47
Wheat,Sandy,Kharif,Canal,5.7,7.3,131,41,60,4.04,45218,20973,90,47,7.03,23.56,25.27
Capsicum,Red,Rabi,Drip,5.8,6.5,217,125,107,26.03,110977,43025,85,46,7.67,33.37,26.26
Sugarcane,Black,Rabi,Canal,6.0,6.7,287,104,130,27.47,98030,4181,89,25,8.87,33.34,24.06
Sugarcane,Sandy,Zaid,Sprinkler,5.8,6.6,283,80,125,32.05,87768,3949,72,29,7.82,30.74,25.8
Soybean,Sandy,Kharif,Sprinkler,5.5,7.0,52,98,63,2.18,44472,36716,65,56,8.21,24.29,26.18
Cotton,Clay,Kharif,Canal,5.9,6.8,173,61,80,2.42,63127,68108,92,26,8.01,33.68,21.66
Capsicum,Sandy,Zaid,Sprinkler,5.6,7.5,181,107,114,29.75,73502,44340,76,27,8.75,33.68,20.24
Cotton,Sandy,Rabi,Canal,5.7,7.8,198,94,71,2.64,52576,69639,92,23,8.46,28.58,19.29
Soybean,Red,Rabi,Drip,6.3,7.4,87,96,73,2.56,35693,37105,64,33,6.71,27.49,18.66
Soybean,Loamy,Rabi,Canal,5.8,7.1,69,95,59,2.11,41744,36182,94,27,7.4,24.95,15.29
Soybean,Clay,Zaid,Sprinkler,5.6,6.9,70,84,56,2.34,38861,45594,72,32,8.51,24.66,15.2
Maize,Red,Rabi,Canal,5.9,7.5,162,57,50,6.35,42444,18022,84,42,7.32,26.73,27.8
Groundnut,Black,Kharif,Sprinkler,5.6,7.8,71,60,97,2.2,48484,59913,88,52,8.12,27.97,18.97
Maize,Clay,Kharif,Drip,5.8,7.7,124,59,48,6.7,36943,19236,73,53,5.68,32.96,29.36
Sugarcane,Loamy,Rabi,Drip,6.4,7.7,275,102,96,26.4,90262,3534,80,39,5.42,31.16,26.83
Tomato,Red,Kharif,Canal,6.4,7.7,198,109,103,39.37,76199,11174,93,46,7.48,24.23,18.43
Potato,Loamy,Kharif,Sprinkler,5.7,7.4,197,131,87,12.5,62102,16924,90,39,8.31,34.3,29.67
Capsicum,Black,Zaid,Drip,6.3,7.2,217,137,111,24.31,69300,22547,70,56,7.3,28.17,18.64
Cotton,Black,Rabi,Canal,6.4,6.6,197,88,79,3.55,57707,74710,71,36,5.83,23.1,18.56
Rice,Clay,Zaid,Sprinkler,6.4,7.4,120,49,48,5.56,46632,18766,90,46,8.03,33.35,22.29
Cotton,Loamy,Zaid,Canal,6.3,7.2,192,88,93,2.04,45308,71189,95,23,7.66,23.64,24.74
Wheat,Loamy,Rabi,Sprinkler,6.2,7.4,97,56,59,2.89,30126,20618,72,21,7.69,33.02,21.4
Groundnut,Red,Kharif,Rainfed,6.5,6.7,58,80,74,2.38,37150,49227,86,54,6.67,29.8,25.89
Capsicum,Sandy,Rabi,Sprinkler,6.3,7.7,212,108,140,27.09,72003,33684,64,49,6.52,32.18,28.03
Potato,Red,Kharif,Canal,5.9,7.6,236,140,96,20.48,46460,18660,69,25,5.9,27.27,16.73
Rice,Black,Zaid,Sprinkler,5.5,7.5,119,40,47,4.19,58469,22501,78,26,7.21,23.42,19.44
Soybean,Sandy,Zaid,Drip,5.9,7.4,88,96,56,2.12,43493,40191,91,44,5.24,34.55,25.75
Sugarcane,Clay,Zaid,Canal,6.0,7.4,277,125,87,32.59,79486,3243,76,23,6.96,22.59,26.99
Maize,Red,Zaid,Canal,5.7,7.4,125,52,61,5.47,42121,19180,87,43,6.65,20.67,15.79
Sugarcane,Black,Rabi,Rainfed,5.8,7.2,216,100,87,43.03,94582,3091,79,46,8.37,32.56,20.05
Tomato,Sandy,Rabi,Sprinkler,6.1,7.5,217,111,79,35.06,86148,11900,75,55,7.16,23.54,22.31
Groundnut,Clay,Zaid,Canal,5.7,7.2,41,74,74,1.42,39344,47932,79,29,5.51,33.34,29.56
Rice,Sandy,Kharif,Sprinkler,5.8,6.6,135,57,69,5.14,56506,21452,82,39,6.47,34.7,24.68
Wheat,Red,Zaid,Rainfed,5.7,7.6,91,57,56,2.7,31419,21106,91,40,5.65,34.52,22.94
Rice,Sandy,Kharif,Drip,5.7,7.5,106,56,41,5.42,46357,17696,78,50,5.4,33.24,27.54
Capsicum,Black,Zaid,Drip,6.1,7.2,220,97,124,17.38,75246,31532,62,20,7.88,24.35,15.21
Maize,Loamy,Kharif,Sprinkler,6.0,7.5,131,68,47,6.14,35684,21921,89,38,7.07,23.94,25.08
Maize,Clay,Zaid,Drip,5.5,7.3,142,60,71,3.37,45160,20084,77,26,8.08,25.47,22.76
Wheat,Loamy,Rabi,Canal,6.5,7.3,107,68,57,3.0,39170,21817,66,42,6.62,24.35,15.09
Rice,Clay,Rabi,Canal,6.1,7.2,130,63,60,5.16,40185,19129,82,20,7.57,29.69,28.4
Groundnut,Sandy,Kharif,Canal,6.5,7.7,47,61,85,2.35,41406,53387,93,58,8.03,29.03,27.38
Groundnut,Clay,Kharif,Rainfed,5.9,7.5,72,88,68,1.34,40445,50974,83,26,5.6,34.79,18.82
Soybean,Red,Rabi,Rainfed,6.1,7.6,55,96,67,2.98,44779,40334,81,25,5.68,30.56,15.39
Sugarcane,Red,Zaid,Rainfed,6.4,7.8,210,135,111,40.13,96547,3533,60,32,5.81,22.28,23.8
Wheat,Sandy,Kharif,Canal,6.0,7.3,117,65,58,3.35,46288,21435,80,54,8.44,24.33,19.35
Soybean,Sandy,Zaid,Canal,5.8,7.1,70,70,80,2.4,36693,39975,89,40,6.81,25.53,18.47
Tomato,Clay,Zaid,Canal,6.2,7.8,228,87,118,39.12,87483,13036,82,45,6.42,34.61,23.05
Soybean,Clay,Rabi,Canal,6.3,7.1,62,85,79,2.99,29725,50298,79,50,7.57,34.43,17.85
Groundnut,Black,Kharif,Rainfed,5.9,7.4,57,98,77,1.91,34948,48422,84,49,7.38,31.17,17.8
Capsicum,Clay,Kharif,Drip,6.3,6.8,217,85,115,22.94,112578,20368,83,25,5.76,25.67,28.68
Capsicum,Black,Rabi,Sprinkler,5.8,6.5,183,131,134,21.42,99851,30108,81,54,8.75,27.56,21.27
Sugarcane,Clay,Zaid,Sprinkler,6.1,7.2,296,119,140,59.3,88142,3308,70,27,7.83,24.75,29.34
Capsicum,Sandy,Rabi,Rainfed,6.5,7.2,179,129,87,22.17,87542,38193,82,54,6.15,28.71,28.48
Maize,Black,Kharif,Canal,5.7,7.7,145,59,53,3.02,42336,15070,84,29,5.18,21.04,23.83
Tomato,Clay,Rabi,Rainfed,6.0,6.6,160,102,76,35.56,61085,13520,95,39,7.92,31.27,23.89
Potato,Clay,Zaid,Sprinkler,6.5,7.2,213,80,116,25.83,59700,17563,76,44,8.1,28.37,20.57
Maize,Loamy,Zaid,Sprinkler,6.2,6.9,168,73,44,3.52,44694,14899,79,33,6.33,22.44,26.02
Sugarcane,Red,Zaid,Sprinkler,6.4,7.6,226,96,132,33.02,78701,3211,83,28,8.28,28.71,17.09
Capsicum,Black,Kharif,Rainfed,5.9,7.8,207,127,140,24.47,93518,26392,93,42,5.38,34.03,21.12
Capsicum,Sandy,Kharif,Drip,5.8,6.8,201,80,139,25.46,91617,49724,71,37,8.57,21.06,26.2
Rice,Black,Rabi,Drip,6.1,6.9,128,46,65,4.51,59445,18348,93,20,8.16,26.32,23.75
Cotton,Red,Kharif,Drip,5.9,6.5,149,63,89,3.73,51375,60220,92,38,8.88,31.18,28.02
Wheat,Black,Zaid,Canal,5.9,6.8,118,65,66,3.25,49581,24498,80,44,5.01,34.64,19.47
Maize,Clay,Kharif,Sprinkler,5.6,6.9,172,88,64,3.27,33083,21940,63,56,8.9,32.46,26.48
Cotton,Red,Zaid,Rainfed,6.5,7.6,185,65,70,3.67,67426,61868,81,48,7.35,25.88,21.52
Potato,Loamy,Zaid,Rainfed,5.7,6.7,242,100,139,17.06,75210,17434,81,38,6.12,23.82,17.96
Maize,Black,Kharif,Rainfed,5.9,7.7,175,50,51,3.45,28561,19750,61,51,6.68,28.63,27.59
Groundnut,Red,Rabi,Drip,6.0,7.2,68,66,84,1.41,39595,54142,95,43,7.28,27.75,25.11
Wheat,Sandy,Zaid,Drip,6.2,7.1,115,57,43,2.2,45664,24273,68,36,8.39,24.03,20.9
